timestamp,Observed,XGB,GBR,SARIMA,SARIMAX
2023-08-29 15:00:00,555.000000,565.316406,549.911678,438.872275,681.583551
2023-08-29 16:00:00,630.000000,607.233704,612.373189,499.974387,736.551621
2023-08-29 17:00:00,740.000000,703.077942,711.140136,563.407356,844.519498
2023-08-29 18:00:00,800.000000,803.198608,817.779004,646.635332,879.015908
2023-08-29 19:00:00,841.300000,849.775024,871.174696,696.925526,954.676764
2023-08-29 20:00:00,865.000000,832.120178,848.420463,706.399801,922.203810
2023-08-29 21:00:00,775.000000,751.591431,762.541878,660.460816,857.272629
2023-08-29 22:00:00,615.000000,696.618103,709.877357,584.706383,742.994646
2023-08-29 23:00:00,500.000000,542.088074,563.760615,509.501186,644.380598
2023-08-30 00:00:00,510.000000,482.233917,490.179555,490.369301,506.576452
2023-08-30 01:00:00,490.000000,507.487549,512.112071,464.917410,578.743566
2023-08-30 02:00:00,482.090000,504.603912,489.721418,455.129879,546.233893
2023-08-30 03:00:00,478.630000,501.627625,483.806302,453.265873,546.135425
2023-08-30 04:00:00,479.720000,491.958862,492.339150,451.962277,526.465054
2023-08-30 05:00:00,485.000000,499.515045,501.641395,458.659143,552.983783
2023-08-30 06:00:00,588.480000,595.303284,561.708457,530.967607,720.878435
2023-08-30 07:00:00,665.000000,640.553711,617.818004,553.146132,763.922344
2023-08-30 08:00:00,675.000000,716.717896,692.960677,529.655616,756.332505
2023-08-30 09:00:00,625.000000,654.133972,659.927145,465.390702,630.557338
2023-08-30 10:00:00,590.000000,604.503967,593.874533,418.481722,696.693865
2023-08-30 11:00:00,575.000000,596.993347,569.281360,404.797208,721.032510
2023-08-30 12:00:00,553.430000,577.030029,559.562759,399.638390,802.074506
2023-08-30 13:00:00,550.000000,562.485779,548.406673,401.376114,795.227583
2023-08-30 14:00:00,545.000000,572.213684,550.760388,409.535592,732.307744
2023-08-30 15:00:00,568.000000,585.418274,559.537954,437.377623,695.819051
2023-08-30 16:00:00,623.000000,608.673279,616.037873,498.509736,804.604128
2023-08-30 17:00:00,700.000000,700.919739,697.326440,561.970604,859.422570
2023-08-30 18:00:00,762.850000,764.455566,786.173466,645.223970,873.774754
2023-08-30 19:00:00,820.000000,816.394653,817.016978,695.541970,951.985086
2023-08-30 20:00:00,839.130000,809.192688,830.954448,705.042450,940.721668
2023-08-30 21:00:00,719.000000,726.615662,742.567814,659.129539,802.202196
2023-08-30 22:00:00,597.530000,620.115784,665.347951,583.400951,726.263770
2023-08-30 23:00:00,515.000000,511.216370,538.269810,508.219636,614.726566
2023-08-31 00:00:00,493.574603,490.954590,504.547237,489.110215,554.386378
2023-08-31 01:00:00,505.042842,471.705536,482.300191,463.680019,545.025634
2023-08-31 02:00:00,503.245127,494.819366,499.694808,453.913374,496.491442
2023-08-31 03:00:00,502.251517,501.742371,502.116026,452.069489,501.565382
2023-08-31 04:00:00,501.220481,508.466187,519.108539,450.785244,458.163542
2023-08-31 05:00:00,502.011652,520.959900,526.255404,457.500743,503.734469
2023-08-31 06:00:00,505.678895,582.024048,585.572034,529.827053,582.533881
2023-08-31 07:00:00,552.143544,529.993896,519.325611,552.022864,580.358383
2023-08-31 08:00:00,581.034630,566.318665,563.503147,528.549112,508.427530
2023-08-31 09:00:00,566.462427,578.930725,561.082454,464.300342,447.464548
2023-08-31 10:00:00,552.197548,537.872192,533.443502,417.406860,447.775419
2023-08-31 11:00:00,529.001806,541.494202,539.117971,403.737289,423.330438
2023-08-31 12:00:00,518.542876,519.160889,522.478289,398.592868,414.001978
2023-08-31 13:00:00,514.513994,529.149536,519.171241,400.344466,374.765303
2023-08-31 14:00:00,514.575025,528.477417,520.168198,408.517328,301.631473
2023-08-31 15:00:00,505.812147,534.936646,528.814400,436.372224,281.247584
2023-08-31 16:00:00,513.119145,546.732727,539.686966,497.516724,381.113814
2023-08-31 17:00:00,524.394852,536.630127,542.022839,560.989410,561.345432
2023-08-31 18:00:00,554.699286,543.706360,560.577046,644.253986,646.018417
2023-08-31 19:00:00,572.822325,578.011719,581.967057,694.583182,644.599703
2023-08-31 20:00:00,580.464636,585.726013,576.698409,704.094381,724.507450
2023-08-31 21:00:00,568.816515,536.017273,534.001473,658.191896,704.212359
2023-08-31 22:00:00,529.786821,534.142822,538.026083,582.473439,716.798186
2023-08-31 23:00:00,507.955604,490.765320,490.960247,507.301766,591.546016
2023-09-01 00:00:00,459.000000,482.029022,480.696916,489.527510,413.598201
2023-09-01 01:00:00,444.000000,448.787537,436.270964,470.551408,412.150158
2023-09-01 02:00:00,427.000000,438.137695,433.804099,461.848378,396.612226
2023-09-01 03:00:00,422.000000,431.846313,420.627409,459.420271,374.948964
2023-09-01 04:00:00,432.000000,439.994171,429.086111,460.181773,378.692407
2023-09-01 05:00:00,456.000000,452.410004,448.058153,465.710376,390.066484
2023-09-01 06:00:00,508.000000,537.019409,517.042331,522.707353,459.561056
2023-09-01 07:00:00,550.000000,524.461609,520.328757,562.921197,505.736683
